,Unnamed: 0,plot_ID_from_plot,farm_ID,Object.state,Status,Accuracy,collection_date_from_plot,plot_number,plot_owner,plot_area,plot_boundary,plot_lat_long,plot_soil_type,plot_soil_color,plot_soil_quality,plot_topography,season_ID,plot_ID_from_season,validation,collection_date_from_season,farmed_season1,plot_number_season1,crop_grown_season1,secondary_crop_grown_season1,reason_for_crop_season1,production_season1,labor_type_season1,hired_labor_days_season1,hired_labor_cost_season1,tractor_season1,combine_season1,baler_season1,tiller_season1,seed_drill_season1,van_season1,motor_pump_season1,weeder_season1,sprayer_season1,harrow_season1,cart_season1,plow_season1,other_equipment_season1,used_animal_season1,animal_type_season1,secondary_animal_type_season1,labor_soil_preparation_season1,harrowing_season1,sowing_date_season1,seed_variety_season1,reason_for_seed_variety_season1,row_spacing_season1,seed_amount_season1,num_seeds_per_hole_season1,seed_cost_season1,weed_season1,weed_method_season1,ridging_season1,other_management_season1,used_fertilizer_season1,fertilizer_num_sacks_season1,fertilizer_type_season1,fertilizer_formula_season1,fertilizer_amount_season1,insecticide_season1,insecticide_brand_season1,fungicide_season1,fungicide_brand_season1,herbicide_season1,herbicide_brand_season1,harvest_date_season1,harvest_duration_season1,harvest_num_sacks_season1,kg_per_sack_season1,storage_place_season1,secondary_storage_place_season1,harvest_sold_season1,harvest_sold_place_season1,selling_date_season1,selling_duration_season1,plot_insurance_season1,insurance_premium_season1,insurance_compensation_season1,insurance_compensation_amount_season1,insurance_satisfaction_season1,farmed_season2,plot_number_season2,crop_grown_season2,reason_for_crop_season2,plot_insurance_season2,area_sown_season2,first_rainfall_date_season2,sowing_date_season2,seed_amount_demanded_season2,seed_amount_received_season2,seed_value_season2,seed_variety_season2,seed_provider_season2,seed_payment_method_season2,fertilizer1_application_season2,fertilizer1_type_season2,fertilizer1_why_not_applied_season2,fertilizer1_date_season2,fertilizer1_type_season2.1,fertilizer1_amount_season2,fertilizer1_cost_season2,fertilizer2_application_season2,fertilizer2_date_season2,fertilizer2_type_season2,fertilizer2_amount_season2,fertilize2_cost_season2,used_other_inputs_season2,other_inputs_type_season2,received_credit_season2,credit_amount_demanded_season2,credit_amount_received_season2,credit_source_season2,interest_rate_season2,farmed_dry_season,crop_grown_dry_season,fertilizer_type_dry_season,irrigation_method_dry_season,irrigation_cost_dry_season,irrigation_source_dry_season
30,30,3787,3555,Validated,Enable,10,8/30/16 0:40,1,owned,0.4,4507,-15.988366291669 | 16.470719532031,Autres,black,medium,flat,3679,3787,validated,9/1/16 14:03,yes,1,irrigated_rice,,cash,3,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,yes,horse,,yes,,2/20/16,certified,more resistant,0,120,5,325,yes,manual,,,yes,3,DAP/Urea,18 46 00 et 46%,350,yes,furodan,no,,yes,propanyl weedeen,6/20/16,120,40,82,shop,,1500,market,7/1/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,all_three,yes,4,8/10/16,8/15/16,50,50,17500,sahel 134,local_union,credit,yes,NPK/Urea,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,market_garden,DAP/Urea,Aspersion,18500,hydraulic_pump
31,31,3788,3556,Validated,Enable,10,10/18/16 12:14,1,owned,0.5,5284,-15.986960219574 | 16.47250948726,Autres,black,medium,flat,3680,3788,validated,11/7/16 17:37,yes,1,irrigated_rice,,cash,3,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,yes,,2/20/16,certified,more yield,0,120,0,325,,,,,yes,4,DAP/Urea,,350,yes,furodan,no,,yes,propanyl weeden,6/20/16,0,40,78,shop,,2300,market,7/15/16,1,yes,10000,no,0,not_at_all,yes,1,irrigated_rice,seed_production,yes,5,0000-00-00,8/2/16,60,60,21000,sahel 108,local_union,credit,yes,NPK/Urea,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,market_garden,DAP/Urea,Aspersion,20000,hydraulic_pump
32,32,3789,3557,Validated,Enable,10,8/29/16 19:48,2,owned,0.5,3846,-15.986340423279 | 16.470818457622,Autres,black,medium,flat,3681,3789,validated,11/7/16 13:02,yes,2,irrigated_rice,,cash,3.5,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,yes,,2/15/16,certified,more yield,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00,350,no,,no,,yes,propanyl weeden,6/15/16,1,35,80,shop,,2500,market,7/1/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,5,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
33,33,3790,3558,Validated,Enable,10,9/1/16 14:34,2,family,1.5,4290,-15.990513607152 | 16.472230928537,Autres,gray,medium,flat,3682,3790,validated,11/7/16 12:51,yes,1,irrigated_rice,,cash,3.5,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/15/16,certified,more yield,0,120,0,325,,,,,yes,7,DAP/Urea,18 46 00et 46%,350,yes,furodan,no,,yes,propanyl weeden,6/20/16,2,25,82,shop,,2020,market,7/1/16,1,yes,10000,no,0,moderate,yes,2,irrigated_rice,seed_production,yes,5,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
34,34,3791,3559,Validated,Enable,10,10/26/16 23:26,1,owned,0.45,4856,-15.994882459653 | 16.460862492512,Autres,black,medium,flat,3683,3791,validated,10/26/16 23:29,yes,1,irrigated_rice,,cash,2.5,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/15/16,certified,more yield,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00 et 46%,350,no,,no,,yes,propanyl weeden et londax,6/20/16,1,31,80,shop,,1600,market,7/25/16,1,yes,10000,no,0,moderate,yes,,irrigated_rice,cash,yes,5,8/1/16,8/1/16,60,60,19500,sahel 134,local_union,credit,yes,NPK/Urea,,8/20/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
35,35,3792,3560,Validated,Enable,10,9/21/16 14:52,1,owned,0.45,5876,-15.991374255295 | 16.47279336573,Autres,brown,good,flat,3684,3792,validated,11/7/16 12:55,yes,1,irrigated_rice,,cash,3.5,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/1/16,certified,more profitable,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00 et 46%,350,yes,furodan,no,,yes,propanyl weeden londax,6/15/16,1,15,82,shop,,2050,market,7/1/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,5,8/1/16,8/1/16,60,60,19500,sahel 108,local_union,credit,yes,NPK/Urea,,8/20/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
36,36,3793,3561,Validated,Enable,10,10/31/16 16:08,1,owned,0.45,1535,-15.987814815147 | 16.471800687792,Autres,brown,medium,flat,3685,3793,validated,11/7/16 17:36,yes,1,irrigated_rice,,cash,2.8,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/1/16,certified,more yield,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00 et 46%,350,yes,furodan,no,,yes,londax propanyl weeden,6/1/16,1,23,80,shop,,2400,market,7/1/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,45,8/1/16,8/10/16,70,65,21125,sahel 134,local_union,credit,yes,NPK/Urea,,8/25/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,45000,hydraulic_pump
37,37,3794,3562,Validated,Enable,10,10/16/16 4:58,1,owned,0.5,7725,-15.987773810184 | 16.472415962845,Autres,brown,medium,flat,3686,3794,validated,11/7/16 17:32,yes,1,irrigated_rice,,cash,3.6,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/5/16,certified,more yield,0,120,0,350,,,,,yes,4,DAP/Urea,18 46 00 et 46%,350,no,,no,,yes,londax weeden propanyl,6/10/16,1,35,82,shop,,3500,market,7/5/16,2,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,45,8/1/16,8/1/16,60,60,19500,sahel 108,local_union,credit,yes,NPK/Urea,,8/25/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,45000,hydraulic_pump
38,38,3795,3563,Validated,Enable,10,11/7/16 18:09,1,owned,0.4,3994,-16.001436098544 | 16.462106783148,Autres,black,medium,flat,3687,3795,validated,11/8/16 17:27,yes,1,irrigated_rice,,cash,2.5,family,120,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/15/16,certified,more yield,0,120,0,325,no,,,,yes,4,DAP/Urea,18 46  00 et 46%,350,no,,no,,yes,londax propanyl weeden,6/15/16,1,26,82,shop,,2870,market,7/15/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,5,8/1/16,8/3/16,60,60,19500,sahel 108,local_union,credit,yes,NPK/Urea,,8/25/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,4,hydraulic_pump
39,39,3801,3572,Validated,Enable,3,10/18/16 15:44,1,owned,0.85,7704,-16.116776216266 | 16.418001955424,Deck,black,medium,flat,3693,3801,validated,8/30/16 8:36,yes,7,irrigated_rice,,subsistence,7,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,no,no,2/23/16,certified,yield,0,140,10,300,herbicide,herbicide,no,,yes,45,NPK/Urea,18 46 00 / urÈe 46,450,no,,no,,no,weedone et propanil,7/28/16,20,40,86,shop,,12070,market,8/14/16,2,yes,10000,no,0,not_at_all,yes,7,irrigated_rice,subsistence,yes,5,8/10/16,8/24/16,140,120,300,sahel 108,bank,credit,yes,NPK/Urea,,9/25/16,NPK,100,17620,yes,10/24/16,Urea,350,56770,no,,yes,370000,370000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
40,40,3802,3573,Validated,Enable,3,11/21/16 13:01,1,owned,0.45,4785,-16.074356666667 | 16.422421666667,Deck,black,medium,flat,3694,3802,validated,8/30/16 8:35,yes,5,irrigated_rice,,subsistence,3.49,paid,120,71000,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/22/16,certified,yield,0,140,10,300,,herbicide,no,,yes,27,NPK/Urea,18 46 00 / uree 46%,450,no,,no,,yes,Weedone et Propanil  Londax,7/24/16,15,30,82,shop,,820,market,8/20/16,1,yes,10000,no,0,not_at_all,no,,,,no,0,8/10/16,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
41,41,3803,3574,Validated,Enable,2,9/1/16 14:07,1,owned,0.75,7551,-16.07340277579 | 16.423033182675,Deck,black,good,flat,3695,3803,validated,9/1/16 14:08,yes,3,irrigated_rice,,subsistence,2.14,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,no,no,2/19/16,certified,yield,0,140,10,300,herbicide,herbicide,no,,yes,21,NPK/Urea,18 46 00 / uree 46%,450,no,,no,,no,,7/24/16,15,20,85,shop,,7140,market,8/24/16,2,yes,10000,no,0,not_at_all,yes,3,irrigated_rice,subsistence,yes,2,8/10/16,9/1/16,140,120,300,sahel 108,bank,credit,yes,NPK/Urea,,11/4/16,NPK,100,17620,yes,11/3/16,Urea,350,56770,no,,yes,375000,375000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
42,42,3804,3575,Validated,Enable,3,9/1/16 14:10,1,owned,0.65,6484,-16.07284324735 | 16.423683037467,Deck,brown,good,flat,3696,3804,validated,9/1/16 14:12,yes,3,irrigated_rice,,subsistence,2.32,family,0,71000,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/29/16,certified,yield,0,140,10,300,,herbicide,no,,yes,9,DAP/Urea,18 46 00 / urÈe 46%,450,no,,no,,yes,Weedone Propanil et Londax,7/29/16,15,40,85,shop,,3740,market,8/27/16,1,yes,10000,no,0,not_at_all,yes,3,irrigated_rice,subsistence,yes,2,8/10/16,2/18/16,140,120,300,Sahel 108,bank,credit,yes,NPK/Urea,,9/29/16,NPK,100,17620,yes,10/29/16,Urea,300,48660,no,,yes,375000,375000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
43,43,3805,3576,Validated,Enable,2,9/2/16 14:42,1,owned,0.85,8576,-16.081853333333 | 16.437655,Deck,black,medium,flat,3697,3805,validated,8/30/16 8:24,yes,3,irrigated_rice,,subsistence,1.64,family,0,81000,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/17/16,certified,yield,0,160,10,300,no,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46%,450,no,,no,,yes,Propanil Weedone et Londax,6/30/16,10,40,85,shop,,1275,market,7/29/16,1,yes,10000,no,0,not_at_all,yes,3,irrigated_rice,subsistence,yes,1,8/10/16,8/30/16,120,120,300,Sahel 108,bank,credit,yes,NPK/Urea,,0000-00-00,NPK,100,17620,yes,0000-00-00,Urea,350,56770,yes,,yes,375000,375000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,81000,river
44,44,3806,3577,Validated,Enable,2,11/29/16 14:06,1,owned,0.5,5573,-16.075583333333 | 16.423568333333,Deck,black,medium,flat,3698,3806,validated,8/31/16 19:28,yes,2,irrigated_rice,,subsistence,1.075,family,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,no,,,no,no,2/19/16,certified,yield,0,120,10,300,herbicide,herbicide,no,,yes,9,NPK/Urea,18 46 00/ urÈe,450,no,,no,,yes,weedone propanil et londax,7/30/16,10,20,80,shop,,800,market,8/28/16,1,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
45,45,3807,3578,Validated,Enable,3,11/21/16 13:13,1,owned,0.44,4250,-16.076941773808 | 16.420414837832,Deck,black,good,flat,3699,3807,validated,9/1/16 11:03,yes,5,irrigated_rice,,subsistence,3.235,family,0,81000,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/13/16,certified,yield,0,130,10,300,,herbicide,no,,yes,9,DAP/Urea,Inconu et urÈe 46%,450,no,,no,,yes,Weedone et Propanil,7/25/16,20,30,85,shop,,1700,market,8/19/16,2,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,81000,river
46,46,3808,3579,Validated,Enable,2,9/1/16 12:31,1,owned,0.5,5022,-16.077276497682 | 16.418372701347,Deck,brown,medium,flat,3706,3808,validated,9/1/16 12:34,yes,8,irrigated_rice,,subsistence,2.43,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/10/16,certified,yield,0,160,10,300,herbicide,herbicide,no,,yes,9,DAP/Urea,inconu et urÍe 46%,450,no,,no,,no,weedone propanil et londax,6/30/16,15,25,80,shop,,1600,market,7/30/16,2,yes,10000,no,0,not_at_all,yes,4,irrigated_rice,subsistence,yes,2,8/10/16,9/7/16,160,120,300,sahel 108,bank,credit,yes,NPK/Urea,,10/3/16,NPK,100,17620,yes,10/3/16,Urea,350,56770,no,,yes,375000,375000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
47,47,3810,3581,Validated,Enable,3,8/31/16 19:22,1,owned,0.6,5911,-16.07483 | 16.423368333333,Deck,black,medium,flat,3700,3810,validated,8/31/16 19:25,yes,2,irrigated_rice,,subsistence,1.17,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,no,no,2/19/16,certified,yield,0,120,10,300,herbicide,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46%,450,no,,no,,yes,weedone et propanil,7/21/16,10,40,85,shop,,850,market,8/5/16,2,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
48,48,3811,3582,Validated,Enable,4,11/21/16 12:59,1,owned,1,9871,-16.076893976186 | 16.42229691369,Deck,brown,medium,flat,3701,3811,validated,11/2/16 11:50,yes,2,irrigated_rice,,subsistence,3,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,no,no,2/4/16,certified,more profitable,0,120,120,300,herbicide,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46%,450,no,,no,,yes,weedone propanil,7/18/16,10,30,85,shop,,850,market,7/31/16,1,yes,10000,no,0,not_at_all,yes,2,irrigated_rice,subsistence,no,0,8/10/16,9/1/16,120,120,300,sahel 108,bank,credit,yes,NPK/Urea,,10/2/16,NPK,100,17620,yes,11/3/16,Urea,350,56770,no,,yes,375000,375000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
49,49,3812,3583,Validated,Enable,2,9/1/16 12:45,1,owned,0.5,5435,-16.070632535057 | 16.427029182265,Deck,gray,medium,flat,3702,3812,validated,9/1/16 12:47,yes,6,irrigated_rice,,subsistence,1.7,family,0,81000,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/24/16,certified,yield,0,120,10,300,,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46%,450,no,,no,,yes,Weedone Propanil et Londax,7/30/16,5,30,80,shop,,800,market,8/30/16,2,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,81000,river
50,50,3813,3605,Validated,Enable,2,8/31/16 16:46,1,owned,0.75,7420,-16.076472925923 | 16.421291648275,Deck,black,medium,flat,3705,3813,validated,11/2/16 11:52,yes,1,irrigated_rice,,subsistence,2,family,0,71000,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,no,no,2/2/16,certified,yield,0,120,0,300,,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46%,450,no,,no,,yes,weedone propanil,7/20/16,10,30,80,shop,,800,market,7/30/16,1,yes,10000,no,0,not_at_all,yes,2,irrigated_rice,subsistence,no,0,8/10/16,9/1/16,120,120,300,sahel 108,bank,credit,yes,NPK/Urea,,10/2/16,NPK,100,17620,yes,11/2/16,Urea,350,56770,no,,yes,375000,375000,bank,7%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
51,51,3814,3606,Validated,Enable,2,11/21/16 12:57,1,owned,0.9,9061,-16.075630632274 | 16.421472521519,Deck,black,medium,flat,3886,3814,validated,12/5/16 16:35,no,1,irrigated_rice,,subsistence,0,,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Raie,80000,river
52,52,3828,3618,Validated,Enable,10,10/18/16 12:16,2,owned,0.45,3131,-15.989870685844 | 16.472451041339,Autres,black,medium,flat,3719,3828,validated,10/16/16 5:06,yes,2,irrigated_rice,,cash,3.2,paid,120,1000,no,no,no,no,no,no,no,yes,no,no,yes,no,,no,,,yes,,2/20/16,certified,more yield,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00et 46%,350,yes,furodan,no,,yes,londax propanyl weedeen,6/25/16,1,0,80,shop,,1600,market,7/25/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,55,8/5/16,8/5/16,60,60,19500,sahel134,local_union,credit,yes,NPK/Urea,,8/25/16,DAP,150,24900,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
53,53,3829,3619,Validated,Enable,10,8/31/16 12:14,1,owned,0.45,6947,-15.992089973552 | 16.472600641156,Autres,black,good,flat,3720,3829,validated,10/16/16 5:06,yes,1,irrigated_rice,,cash,2.5,paid,120,1000,no,no,no,no,no,no,yes,no,yes,no,yes,no,,no,,,yes,,2/15/16,certified,more resistant au sol,0,120,0,350,,,,,yes,4,DAP/Urea,18 46 00 et 46%,350,yes,furodan,no,,yes,londax propanyl weeden,6/20/16,1,0,78,shop,,1950,market,0000-00-00,2,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,55,8/5/16,8/1/16,56,60,21000,sahel 108,local_union,credit,yes,NPK/Urea,,8/20/16,DAP,150,24900,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
54,54,3830,3620,Validated,Enable,10,8/31/16 11:53,1,owned,0.45,6740,-15.990612352511 | 16.472894663721,Autres,black,good,flat,3721,3830,validated,8/31/16 11:56,yes,1,irrigated_rice,,cash,3.6,paid,120,1000,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,,2/20/16,certified,more yield,0,120,0,350,,,,,yes,4,DAP/Urea,18 46 00 et46%,350,yes,furodan,no,,yes,propanyl weeden,6/20/16,2,0,82,shop,,3690,market,7/1/16,2,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,45,8/5/16,8/3/16,80,60,21000,sahel108,local_union,credit,yes,NPK/Urea,,8/25/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,45000,hydraulic_pump
55,55,3831,3621,Validated,Enable,10,10/15/16 15:58,1,owned,0.5,4352,-15.990438740743 | 16.472324454577,Autres,black,good,flat,3722,3831,validated,10/16/16 5:06,yes,1,irrigated_rice,,cash,2.8,paid,120,1000,no,no,no,no,no,no,yes,no,yes,no,yes,no,,no,,,yes,,2/20/16,certified,,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00 et 46%,350,no,,no,,yes,propanyl etweeden,6/25/16,2,0,78,shop,,3120,market,7/15/16,2,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,5,8/5/16,8/1/16,80,80,26000,sahel 108,local_union,credit,yes,NPK/Urea,,8/22/16,DAP,150,24900,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,45000,hydraulic_pump
56,56,3832,3622,Validated,Enable,10,10/15/16 15:53,1,owned,0.45,2383,-15.989893756612 | 16.472903878329,Autres,black,good,flat,3724,3832,validated,11/2/16 11:24,yes,1,irrigated_rice,,cash,2.4,family,0,45000,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,yes,,2/15/16,certified,more yield,0,120,3,325,,,,,yes,4,DAP/Urea,18 46 00 et 46%,300,no,,no,,yes,londax weeden propanyl,6/25/16,1,0,80,shop,,2400,market,7/15/16,1,yes,10000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,45,8/5/16,8/1/16,60,60,19500,sahel 108,local_union,credit,yes,NPK/Urea,,8/20/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,45000,hydraulic_pump
57,57,3849,3642,Validated,Enable,3,8/31/16 21:18,1,owned,1.15,11467,-16.061571441803 | 16.427507720001,Deck,black,good,flat,3743,3849,validated,8/31/16 21:21,yes,4,irrigated_rice,,subsistence,3.37,paid,120,1200,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/14/16,certified,yield,0,140,10,300,herbicide,herbicide,no,,yes,9,NPK/Urea,18 46 00 / uree 46%,450,no,,no,,yes,weedone propanil,7/23/16,30,40,83,shop,,1700,market,8/26/16,2,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
58,58,3853,3648,Validated,Enable,2,11/21/16 13:09,1,owned,0.5,4635,-16.072501706676 | 16.427829016607,Deck,black,medium,flat,3805,3853,validated,9/1/16 10:12,yes,2,irrigated_rice,,subsistence,0.78,family,0,71000,no,no,no,no,no,no,no,no,no,no,no,no,,no,,,no,no,2/25/16,certified,yield,0,120,10,300,,herbicide,no,,yes,9,NPK/Urea,18 46 00 et uree,450,no,,no,,yes,Weedone Propanil et Londax,7/26/16,10,20,85,shop,,0,market,8/27/16,1,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
59,59,3854,3644,Validated,Enable,2,11/29/16 15:17,1,owned,0.65,5950,-16.059539388885 | 16.427380538565,Deck,black,good,flat,3744,3854,validated,8/31/16 21:30,yes,3,irrigated_rice,,cash,1.17,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/11/16,certified,yield,0,120,10,300,,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46%,450,no,,no,,no,,7/30/16,20,40,85,shop,,1700,market,8/25/16,2,yes,10000,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,NPK/Urea,Bassin/Submersion,71000,river
60,60,3855,3643,Validated,Enable,2,11/21/16 13:11,1,owned,0.35,3680,-16.0625231832 | 16.426769394188,Deck,black,medium,flat,3745,3855,validated,9/2/16 20:22,yes,4,irrigated_rice,,subsistence,3.9,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,no,no,2/15/16,certified,yield,0,120,10,300,herbicide,herbicide,no,,yes,9,NPK/Urea,18 46 00 / urÈe 46 %,450,no,,no,,yes,weedone propanil,7/26/16,20,40,85,shop,,1700,market,8/21/16,2,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
61,61,3856,3650,Validated,Enable,10,10/17/16 13:13,1,owned,0.5,5861,-15.989144383595 | 16.472289037687,Autres,black,good,flat,3746,3856,validated,11/2/16 11:27,yes,1,irrigated_rice,,cash,2.5,paid,0,40000,no,no,no,no,no,no,yes,no,yes,no,yes,no,,no,,,yes,,2/20/16,certified,good yield,0,120,0,325,,,,,yes,4,DAP/Urea,18 46 00 et 46%,300,no,,no,,yes,Londax propanyl,6/25/16,1,0,82,shop,,2400,market,7/15/16,1,yes,5000,no,0,moderate,yes,1,irrigated_rice,seed_production,yes,5,8/1/16,8/5/16,60,60,19500,sahel 108,local_union,credit,yes,NPK/Urea,,8/20/16,DAP,100,16600,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
